Threshold	Monotonic_Precision	Monotonic_Recall	Monotonic_log2FC	Monotonic_F1
0.3124363720417022	0.0072993105282993	0.995406976744186	0.0012829178770845	0.0144923487915001
0.3569116592407226	0.0072994132245534	0.995406976744186	0.0013032154563707	0.0144925512045171
0.3963246941566467	0.0072999018493425	0.995406976744186	0.0013997866389053	0.0144935142772247
0.4393722414970398	0.0073008761818988	0.995406976744186	0.0015923331931027	0.014495434670428
0.4880086779594421	0.0073026138162331	0.995406976744186	0.0019356588569024	0.0144988595094302
0.5414892435073853	0.007306194454615	0.995406976744186	0.002642871826571	0.0145059168313878
0.6007874608039856	0.0073177549481717	0.995406976744186	0.0049238247674402	0.0145287018446639
0.6665845513343811	0.0073614614743303	0.995406976744186	0.01351493386497	0.0146148399397173
0.7395782470703125	0.0075337149253888	0.995406976744186	0.0468841631981039	0.0149542489597272
0.8205670118331909	0.0082102459956044	0.9951744186046512	0.1709481689549179	0.0162861304812386
0.9104230999946594	0.0115336774066402	0.993546511627907	0.6613033914668619	0.0228026481441574
0.9537206888198853	0.0149999912121441	0.9923837209302324	1.040412470633046	0.0295532812643381
1.0101189613342283	0.0228274052290387	0.9892441860465117	1.6462176941381967	0.0446250603218564
1.021053910255432	0.0249999632245318	0.9880813953488372	1.7773767877795936	0.0487660706369144
1.0590382814407349	0.0349999174481574	0.9859883720930231	2.2628023344035486	0.0676002104658949
1.087361216545105	0.0449999733885432	0.983139534883721	2.6253749634069	0.0860607972965407
1.11091947555542	0.0549999674035634	0.9809883720930233	2.91488157873103	0.1041601076603021
1.1207318305969238	0.0596370991983082	0.9804651162790696	3.0316609004797304	0.112435286705314
1.131644606590271	0.0649998842869375	0.9797674418604652	3.155887964976919	0.1219118721560286
1.1513257026672363	0.0749994423999107	0.9775	3.36233068473541	0.1393102019678923
1.170606255531311	0.0849990119928863	0.9753488372093024	3.5428968869491104	0.1563707373454445
1.189976453781128	0.0949999149356062	0.9739534883720932	3.703377036757913	0.173114184884544
1.2093620300292969	0.105	0.9718604651162792	3.847768237903972	0.1895238095238094
1.229333758354187	0.1149990008475569	0.9702906976744186	3.979000236586253	0.2056270522353579
1.243457317352295	0.121764989551519	0.9688953488372092	4.06147829234501	0.2163414729135023
1.2503795623779297	0.125	0.9681976744186046	4.099307004899936	0.2214141360421209
1.2724242210388184	0.1349991465010608	0.9655813953488372	4.210329196232536	0.2368798271324961
1.2961204051971436	0.1449992555157524	0.9625	4.3134244028976845	0.2520304781043289
1.3211634159088137	0.1549988732817546	0.9597674418604653	4.409636638307357	0.2668951691133674
1.3473907709121704	0.1649996993445711	0.9572093023255814	4.499842305668565	0.2814792019285018
1.3739739656448364	0.1749986678744605	0.9547093023255814	4.584722850023181	0.2957806097176566
1.379615068435669	0.1771262705829035	0.954360465116279	4.602157112101975	0.2987968036114095
1.4020063877105713	0.1849981357828017	0.9519767441860464	4.6648896428597935	0.3097938680717819
1.430793285369873	0.1949995219428243	0.9486046511627908	4.740849497107655	0.3234990879530494
1.459689021110535	0.2049989921386817	0.946046511627907	4.812995726864758	0.3369781312127236
1.4885902404785156	0.2149971485789313	0.9425	4.881696436067707	0.3501258085765812
1.518470048904419	0.2249972141742812	0.9391279069767442	4.947286048691194	0.3630213951815893
1.53069269657135	0.2290136001250586	0.9369186046511628	4.972812186283997	0.3680610275560428
1.5492610931396484	0.2349991227557167	0.9344767441860464	5.010034281278	0.3755549324734801
1.5791914463043213	0.2449964013904415	0.9301744186046512	5.070139468488203	0.3878404421657394
1.609728455543518	0.254997117047857	0.925639534883721	5.127859846334858	0.3998442915264453
1.64015793800354	0.2649971561444009	0.9209883720930232	5.183355787279411	0.4115721374938293
1.669565200805664	0.2749978198308189	0.916686046511628	5.23679909107993	0.4230764070570872
1.6982979774475098	0.2843091080356495	0.9125	5.284839227485226	0.4335395834484283
1.7003995180130005	0.2849980016713294	0.912093023255814	5.288330713539179	0.4342939401489356
1.7322428226470947	0.2949947961018072	0.9063372093023256	5.338068414641847	0.4451138553786851
1.762984275817871	0.3049959630570489	0.9004651162790698	5.38616905722541	0.455656727615069
1.7946699857711792	0.3149980537971442	0.893953488372093	5.432721825019152	0.4658476360716828
1.824695944786072	0.32499414482509	0.8874418604651163	5.477792636437052	0.4757585674879611
1.8544957637786863	0.3349914881386659	0.8809302325581395	5.5215033483407545	0.4853998814691418
1.8842368125915527	0.3440173873255548	0.8742441860465117	5.559860393470262	0.49374486947956
1.8864080905914309	0.3449921968236482	0.873953488372093	5.563942640798628	0.4947015072730863
1.9169914722442627	0.3549946422193118	0.8667441860465116	5.605176160821559	0.5036911901343019
1.948145866394043	0.3649985164672139	0.8582558139534884	5.645269510197713	0.5121781972104643
1.9802898168563845	0.3749903947132502	0.8511627906976744	5.6842325518156605	0.5206166319944524
2.012248039245605	0.3849932294294135	0.8430232558139535	5.722211984509727	0.528589395403095
2.0456666946411133	0.3949688653771973	0.8334302325581395	5.759117842957351	0.5359479567801997
2.0796077251434326	0.4049941363233317	0.8231976744186047	5.795279930211094	0.5428960334349417
2.0901939868927	0.4080829135545133	0.8195348837209302	5.806241216182657	0.5448571759885585
2.1128382682800293	0.4149851632047477	0.8130813953488372	5.830438667306907	0.5495088408644401
2.145801782608032	0.4249915444454694	0.8036046511627907	5.864813047950111	0.5559600185025039
2.181199312210083	0.4349740023605218	0.7927906976744186	5.89830808617766	0.5617417454530474
2.2117183208465576	0.4449869684273036	0.7841860465116279	5.931141996966684	0.5677843025825599
2.247589111328125	0.4549962382873948	0.773546511627907	5.963233527793018	0.5729727401920675
2.280601024627685	0.4649861927352545	0.7636046511627907	5.994566787592124	0.5780046648769969
2.3139429092407227	0.4749908458440132	0.7541860465116279	6.025278619703093	0.5828802516288474
2.319284677505493	0.4766868002357101	0.7525	6.030420586819073	0.5836489898989898
